mean,std,skew,kurt,label
1.267684,8.973519,0.162806,3.936326,0
1.005860,8.737117,0.428023,4.417158,0
0.866788,8.451838,0.297146,3.605708,0
1.113050,8.417027,0.098833,3.905306,0
1.588639,8.342232,0.288949,3.726627,0
1.483254,8.796337,0.264001,3.897869,0
0.867055,9.078754,0.103769,3.579206,0
1.405649,8.718490,0.192978,3.802090,0
0.672993,8.724777,0.151129,3.415351,0
0.840319,8.816928,0.092601,3.564141,0
1.254296,8.977266,0.294794,3.702497,0
1.028844,8.977858,0.260676,3.772229,0
2.106034,8.074393,0.026445,4.516976,0
0.809092,8.841550,0.123590,3.300951,0
1.015968,8.530693,0.241641,3.970637,0
0.745000,8.718672,0.315148,3.170028,0
0.712051,9.081143,0.122083,3.534289,0
1.473556,8.887523,0.159770,3.899712,0
1.468758,8.760053,0.157191,3.918680,0
1.298254,8.630378,0.173591,3.529895,0
1.503777,8.595118,0.239028,4.018657,0
0.501505,8.761558,0.083180,3.620973,0
0.779609,8.408453,-0.073003,3.764015,0
0.783464,8.602572,0.230549,4.413992,0
0.911177,8.604284,-0.001288,4.283104,0
1.165251,8.539616,0.314232,3.635027,0
1.691199,8.566121,0.229595,3.709911,0
1.385659,8.636857,0.100895,3.927238,0
0.730197,8.449341,0.405055,3.091559,0
1.047010,8.847546,0.414840,3.852911,0
0.935268,8.648830,0.215741,3.240898,0
1.507447,8.604612,0.249868,4.231830,0
0.753160,8.484421,0.137307,3.389961,0
1.140360,8.873680,0.105060,4.063705,0
0.982610,8.643391,0.142416,3.752659,0
0.916774,8.800190,0.228486,4.059640,0
1.180259,8.591084,0.208421,4.074129,0
1.238447,8.515500,0.168535,4.023393,0
0.491336,9.180906,0.264685,3.306729,0
1.353305,8.408059,0.184553,3.655750,0
0.853461,8.608266,0.103728,3.935990,0
0.637728,8.539622,0.063964,4.000102,0
1.370220,8.676922,0.242056,3.967105,0
0.576547,8.326217,0.296131,3.156254,0
0.816986,8.167459,-0.025481,3.859598,0
1.404686,8.415579,-0.059588,4.447786,0
0.726281,8.395713,0.174709,4.123903,0
1.546834,8.786043,0.176498,4.236154,0
