mean,std,skew,kurt,label
1.444011,9.199823,-0.224232,4.115042,2
3.405354,9.254415,0.258337,3.834996,2
-0.66108,9.85108,-0.007454,3.500732,2
-1.515073,9.042185,0.183937,3.524809,1
2.577379,9.388304,0.223666,4.500252,2
3.555724,9.731065,0.363335,3.52263,2
2.653794,9.061085,0.179246,4.568486,2
3.488433,9.526243,0.195741,2.873399,1
3.069104,9.547979,0.063976,3.488822,2
-0.213293,9.617725,0.192636,3.774903,1
1.446922,8.629666,0.393662,3.880886,1
0.985316,9.026736,0.122055,4.876868,2
2.041101,9.271892,0.197367,4.617649,2
-2.678479,9.538815,0.187532,4.126832,1
3.398117,9.524741,0.011715,6.278855,2
3.940587,9.297301,0.115082,3.240479,2
2.225157,9.604844,0.267139,5.135857,2
0.895882,9.424916,0.19628,4.0925,0
1.644756,8.963712,0.081887,3.8978,1
1.495432,8.937367,0.296094,4.386332,2
-1.661547,9.977635,0.169748,3.454206,1
-2.835101,9.372172,0.11703,3.785161,1
3.233046,8.677085,0.261111,3.707489,1
-3.26585,8.979733,0.207292,4.526777,1
2.530878,9.883916,-0.141259,3.313509,2
1.631696,8.752551,0.142813,3.772513,1
2.926136,10.385057,-1.614319,23.873097,2
1.18028,9.558041,0.030227,3.87551,2
-0.103232,9.234926,0.116851,4.697953,2
-0.499659,9.407501,0.317584,4.234424,1
1.942317,10.957646,3.144264,48.113409,2
-0.077911,9.283748,0.215011,3.4174,1
1.572093,8.792598,0.11017,3.499351,0
0.224817,11.429457,0.691916,11.220997,0
1.908118,8.476397,0.421302,5.250019,2
3.167027,9.412029,0.032897,4.279439,2
0.901684,9.550167,0.171691,3.68567,0
2.760717,9.451045,0.060272,3.663163,1
1.747702,9.244828,0.387088,4.467098,0
-0.875337,8.744233,0.177883,4.499689,1
1.855156,9.086658,0.465069,4.123469,1
1.768492,9.898718,0.383055,3.419153,2
1.783189,8.545839,0.111217,3.20367,2
1.400073,9.159999,0.344303,3.723815,1
-0.053492,8.873104,0.255609,4.830426,2
1.959478,9.409088,0.028036,4.28795,2
0.882944,9.383567,0.070182,3.414894,1
1.878163,8.9568,0.004275,4.599066,2
1.12281,9.153672,0.105032,3.570367,1
0.199495,9.461556,-0.071741,3.562224,0
1.238221,9.754109,0.046327,3.630751,2
0.756338,8.83899,0.078821,3.947762,1
2.158071,11.039535,1.638585,23.945334,2
1.11305,8.417027,0.098833,3.905306,0
2.601347,9.086373,0.241234,4.765271,2
-0.17608,9.256406,0.116987,4.360847,1
-0.504477,10.907098,0.212912,4.753964,2
2.539694,9.465033,0.071931,3.60612,2
1.648918,8.9765,0.304391,4.244884,0
1.842795,10.653231,0.172263,8.877822,2
-0.423408,9.096,0.212993,4.095742,1
1.711986,10.262584,1.538987,18.592691,2
1.358144,8.768712,0.112506,4.158976,1
0.156828,10.514406,-0.461659,11.341565,2
